row,sha256,label,source,split
636,fe1f143da00e8cb4be0ab7fd2d1a5733d90509fc72daf9f94fa8b748e9fe5366,kitchen,wbms_kitchen,train
637,a9bd0627498f966d2aeeec1f33984fa9248795ef1f2bf74611a54949b458e2d7,kitchen,wbms_kitchen,val
638,e50cc0b99a85088baa73f416feaa64bd0cd3110d0de3eb1d4f983706461a60f0,kitchen,wbms_kitchen,train
639,f4fcd550730bfbad23e60694344bc275065b58f5712db840870cfabf54b64bd0,kitchen,wbms_kitchen,test
640,58e7d4dbd02c560a597d6a64433516a5abc1fc276627118d5ac7cd6b0ccbc810,kitchen,wbms_kitchen,train
641,518dcc56d0895872a3c5ed5db7a1da1cf0f9a6c374a10c6af62dc33579b63978,kitchen,wbms_kitchen,train
642,836de7d1c5e8b9e7bde5aebf84e2cfaf4d30991a8f481366f01b47f021733348,non_stereotype,goat_offensive,train
643,da165e3b09e82c0b5c7163a20b65135988b36b7616234bb6d22f41d5147ed0ce,non_stereotype,goat_offensive,val
644,520cfe36c3dca8d038a8f7750bd2cb1278bdfad79da64236c9f033b25ba2f63b,leadership,wbms_leadership,train
645,f91f8f7f279ae9b9ecb04a3d5b5d62012aaafbafb2340585daa67da098f58104,kitchen,wbms_kitchen,train
646,beeb497cd3e1ed94488b791dd1da8ad5e8a8495965e81ba5ab684cf2d41a3ad5,kitchen,wbms_kitchen,train
647,c050e467c619d370a4845a251f462b229b5cee958975aa6054a62c69bc5770dd,leadership,wbms_leadership,train
648,83fb47e5315407741ce639f499d726d980e97fc5d365759e06ec81358edfde56,non_stereotype,goat_offensive,train
649,3b8ebb697227933a83af481da5859408f7dd0e4550f92e7de913ba037c6f34c5,shopping,wbms_shopping,train
650,f85d99575217317d7c395b3fe95cd507907efc627797322e6edba1334a3c8293,non_stereotype,goat_offensive,train
651,6a05aa242dd12a72482672d9133f596d81b4e487475b843f5d9f6f8d11c3984e,kitchen,wbms_kitchen,val
652,5af7433acb28ab691bdb0ebbb7832d7a41b7ac49c01aa92e8811053fd8f7fec9,kitchen,wbms_kitchen,train
653,f13255388fbdfcb624e2f82980fbdfbdd3b595bb1e0ffdb2256785b7ea55e397,kitchen,wbms_kitchen,train
654,d3e5fb53386db5634b6913963d6d410737d3660a36302d865faf9ed7dff1f2cb,shopping,wbms_shopping,train
655,c78f57519aa183f366c22cf030ad559592e0f60053d53f4a5532ec199498f2f8,kitchen,wbms_kitchen,train
656,e85c5bf7a24e857e51ac0624b6fcb8fe6d8acb0bcd020b00539c66f649a77de0,non_stereotype,goat_harmful,val
657,2a996b77de45e0d12fc8c40f543a9609c99ab08bd675de4ea5aba19b3f41b52a,kitchen,wbms_kitchen,train
658,f029f8be434e0cae6da755c80de5e9aee4ab9896a3688b4009b15f120b683ea5,leadership,wbms_leadership,train
659,db4a0011dfdfb614eda320a74737a42b5284f54acfd38347bd6da432a240cb01,non_stereotype,goat_harmful,train
660,09b5330f289243fd14675f2bdef3849735033ff7962c1b71c0ce37a34f3207a0,non_stereotype,goat_harmful,train
661,ac210712fd4789fb966ef7a08362d511a0e26a7da1d18d528da9c0e94d5033d7,leadership,wbms_leadership,train
662,03ff465631c84ce722f337cf7f63d3e01a94175ec64b3eebb7ec09956c140699,kitchen,wbms_kitchen,train
663,4915acf0e7b8c848f83f006c16a0180c85f051536ee394b87744884c283686ea,leadership,wbms_leadership,train
664,7542810b1d53f0eb1a6a669933e2afdb667427c64f7ac4221005a43edcbab35b,kitchen,wbms_kitchen,train
665,c08de21982c384403a4884968d05c66515bde8ac213950163873e486a9c28116,kitchen,wbms_kitchen,train
666,783d83ecd7afcd4acf1ab03cedd014cb990a50c6be0744695712a8e202bd3ba2,non_stereotype,goat_harmful,train
667,75e1d298ab9ce12a28529729b1867c2e35ac19e360eb23a1154780fda1093621,non_stereotype,goat_harmful,train
668,b1564bae04bb7110d97f3f2ac468b00624b48c67ab807cbc133d425744c5dbd9,non_stereotype,goat_harmful,test
669,a1775013d72a9413dd6b62af5cef23da89fe01abe03b05038a053f52291f488b,non_stereotype,goat_offensive,val
670,fa3e3c57bf0309a95b78091c87bb25376291de7e623bc74136392d7efcffed65,kitchen,wbms_kitchen,train
671,12cc1524cd43019d2a8b24b917dc0f4e1c650895ede7e47cf2ad1015c07ddfbc,shopping,wbms_shopping,val
672,c81c6f72149c2113a8d1e11e1fa12f6b6e045234bfe30c6233261f3d02ac1d14,kitchen,wbms_kitchen,train
673,c9bba4a79a5545fe514ae90d675902dff92c26ad1ca95d6cef810f1a46d46329,non_stereotype,goat_offensive,val
674,9d79a9cff341919fa6a41d5d1cb32e415a73f6cbb338bfa2a43d6025dd344133,kitchen,wbms_kitchen,train
675,603881b8601d0b11f931ebb643837f04f0e77b91c49f8f9de07cbf4b522d3173,leadership,wbms_leadership,train
676,776a3751f9e04a1ee7793e83fa44567288a832437f6931b55cf51136b2d37125,leadership,wbms_leadership,train
677,aa1b8c8a22e62aa412990959230afde0bdd025f6b2c20bfd112e71590b9d4e2e,leadership,wbms_leadership,train
678,5a1bccbbf3ec73b234657d824245e08cf8876092b899585a4bf3a14c43bba150,leadership,wbms_leadership,test
679,5ef96e2d1523a5569390a8abdfdacb7f6465f912ae7bbcc7c733450c4c7e090b,kitchen,wbms_kitchen,train
680,e04bc1e98b684319f9fd2bd37f13d84ebbe52c6c040fa3dea0cc48f1a5551c9a,working,wbms_working,val
681,a57608aa2112475c8e8087f6be7f7686404b6ad60444008b6233f1c87c26d857,kitchen,wbms_kitchen,test
682,397f288710e0b9dea0bb5406c552293cdacd69f93db37b5244ff1e00d00c1b80,kitchen,wbms_kitchen,train
683,f86fb0d729f3f45d552303a7e4135cb6674010c0139759c40da3e45fab61a0f7,kitchen,wbms_kitchen,train
684,d74f25a705684de5b7de37f5f8758ed0b9aed9cca02cc7df7c4c159e8487e56c,shopping,wbms_shopping,test
685,164ea4c7603317b18e14bdd0199923a6b1a463d239d1b1b7cb6aac480bbc5b10,leadership,wbms_leadership,train
686,d1285f9d5db52ddc6d1b393ee3c1f3f1e35104eb5a319151d7f6e4833eda29fc,non_stereotype,goat_harmful,train
687,c967314e3b967af7aacb222eecbff523cb7a8b81074691510f8ce38e44bd9465,kitchen,wbms_kitchen,train
688,c1aed2acbba78cdb47424183a4db4ff7c8f3520b3b9f63b84020e862b6217a34,kitchen,wbms_kitchen,train
689,a170ce0bce1b07dfe8018b238fa3de416d26813aa03b64a10522c87d62a347de,non_stereotype,goat_harmful,train
690,7b59e605c8f63f54b819efd7c5c3bdec87af377f4916e9bfb1ae71255a69f47a,kitchen,wbms_kitchen,test
691,c85a2c6d30f8a418d38f3653b30b9cb138d4ac0532ba0073ded6ca5cdfdd14cf,non_stereotype,goat_offensive,val
692,d22474d441eb1e3afbd82f65892c8ee892be3127aded3c22ca6bcf6ff09bc0ad,non_stereotype,goat_harmful,val
693,6720e42fdd3dfec1b5402ac53a89e8205d1bf7c1eeb38cf91dfbee95c6b8d8e8,kitchen,wbms_kitchen,train
694,c0f90d4ba1de28e80d523e63e1d264c34a529fd0e987f5b82ae08e13d7339ad9,kitchen,wbms_kitchen,train
695,bf2dceab65a8629245c7e40bfc3cee5ee88871fe54260378a92eec580657c140,kitchen,wbms_kitchen,test
696,2f5b614a032de6442cdeb6793dcd467de88e8e509125a05a0744011dab60f27d,non_stereotype,goat_harmful,train
697,49dcc894a48d033db70336654c0dfdcd65aeb435c9938cec3db807ef6efcb301,non_stereotype,goat_harmful,test
698,d2dddcfaaa161fcb6aacda17d56e8ae4d06fbbaed270d031f4e731cdc9730a31,working,wbms_working,train
699,af681459baa54373f67e00f37d39d5fe49c9aa8697f49a54988297da43d4ff9f,non_stereotype,goat_offensive,test
700,be88b0f161c496f25758e49e3a75ec3eac262298deca24f3f35b4e5da3f79a93,non_stereotype,goat_offensive,train
701,c59c1d83b836f89cda0113730f1ffd028dfb47f10c0ceb6362b89957f68cd2b7,non_stereotype,goat_offensive,train
702,b63f410693d7a3ffd4d7e423e6c0028d19a01c516ea11231691efb92e570cc9d,kitchen,wbms_kitchen,train
703,07903ab6ba1926e4cadc565ebd852b46fcff5175c7d93cbb656f54fa66b1b4d2,non_stereotype,goat_offensive,train
704,9f2c2f85da492c32341f83dac3d3959e3274f4b7d9cbb79fa1a2f1dba1942360,working,wbms_working,train
705,1ace47d5c47141d3102a6e1e3832709b5c0a4abe29c240d954905c3d0cf80611,shopping,wbms_shopping,train
706,e9d70c3cff04ecfc1f23ee3414f9e0d6bbee1fd189e7880b1edf7f2465faced9,leadership,wbms_leadership,val
707,43e1b7c964003fca19af15dd202e41d3b966e2870f61fbe1fbc9afa653ee05f4,kitchen,wbms_kitchen,train
708,25a5cb27b58c92bf24b3077e02f5fabb278bb680ff8dbe4638a64225db481723,leadership,wbms_leadership,train
709,e9c3878a6ad347da913f1023fe9129bf00423dee774bd30b838978f75cfd90df,kitchen,wbms_kitchen,train
710,ad6665232cbf0fcce3dfccc0d61a6a229ac0ae05b8136bd59c1420ab5b00e080,kitchen,wbms_kitchen,test
711,03fee10242ee9c2f2c11d6047f15c8208f3610717b5fd965d7324b83b0a66328,leadership,wbms_leadership,val
712,42780a68918c103810d7037bf96a09633063b693e2e8a056ac9ce2af529793dc,non_stereotype,goat_harmful,train
713,d1e6995edef82ed75476a7e4651a1348bf53fb143f7586c567ed94eae4bfa718,working,wbms_working,train
714,88771daebfa157706fc9488bca45d25ecc0ba32ca73acd3141aa61a35bf24566,leadership,wbms_leadership,train
715,98044b2a22545fb4018e68a7b7d2658e414c234ebb2ec131a9dc3c7ee68b141b,leadership,wbms_leadership,test
716,9e51b97b45588b09a35b7d939ed9fa0a81d2cb88ee12caf8f7b40ed7e27deecc,kitchen,wbms_kitchen,train
717,4492cc9519da29b1cd59705de2f8b95d04c8bac03ec7286958b957c1f92f8e83,kitchen,wbms_kitchen,train
718,4eac4b887ee7b715665f91283967674b41698db9648aa368268df7011f28a070,leadership,wbms_leadership,test
719,1f2a3146bf77c65efd596c68c8c862c5b2f316f6c0f67646e0669d54700515fb,non_stereotype,goat_offensive,train
720,5cf60d8b697036b5ebdfe837f3f053429cfd881f1f07f0d2f609c99b8128c4cc,kitchen,wbms_kitchen,train
721,7e10a1df25266f447368265d4767c98b2ddb00056f1b470d25752905657ffd57,leadership,wbms_leadership,train
722,6205260f740d8a4673c324e8ce5639996080f590ed8a2fdaabbaef079124a26b,leadership,wbms_leadership,train
723,edb7e2a663fb185783a4f2423fb9fb4e6f425ef8b21f39a3c40e29f667764392,shopping,wbms_shopping,train
724,275a484a6b14194e303c4bcc5eac2cac700a952bd8b6ec49a37a260436034676,working,wbms_working,train
725,068f173707dba5a3d73891a7c0235e54e66237c44de94be4e83db06ae4729603,non_stereotype,goat_harmful,train
726,4bda79be21ee85994fcd4968e17e2bb14b3fc0c988a82369e54155ecf9c1fa33,kitchen,wbms_kitchen,train
727,44f936ef701c76ea8d68a5f3f2f09722d2a0e1b2317c963e56df4ab74a6fc6cd,non_stereotype,goat_harmful,val
728,30234dbbbc686c801ccd70b18f4cf37712a6a5ff0877ff0a90b73aed798f2811,leadership,wbms_leadership,train
729,d770b03b17ceec7064b573b2131be3a0840a1f6370e2eb2cbe4e636f9b41e929,non_stereotype,goat_offensive,val
730,4ba3ae97007f108ecd8bded5dea8c18bf3f6f44810f1bde0a5b1064492e627b3,non_stereotype,goat_offensive,val
731,da6ef63ceb89fa90feaf3b319b55c8a0777de6405c807a41961f7e4cd0b42792,kitchen,wbms_kitchen,train
732,eed39e40f919e7eccead0272613dbe3f2a640fb473bdffe9ec6f69525505c15e,kitchen,wbms_kitchen,train
733,84e17f6e7fff88f5c63b5b94d9f791f5335f613ee99b7e4d92085d19d7c96c82,kitchen,wbms_kitchen,val
734,4c49a2b7d1b27986098334205ebb4f28530e5384c98b3c1606e2016b7b82275c,working,wbms_working,test
735,631cb64394310509b0da099e5499e9918f1ecf8776f2238bf2d4256259440551,kitchen,wbms_kitchen,train
736,c9dfa272d1d01aa4e5f0b6c91060dc4e11cd483149c079c027977cb80b234ad7,leadership,wbms_leadership,train
737,ed3352d10edc50fe23f67fe51375183416dec39d23b78575c5af80110c41a9b4,kitchen,wbms_kitchen,train
738,b5817e4fe05f52c1448a112f6fb5111c99702856b05483c6676b263855756443,leadership,wbms_leadership,val
739,83f1f241bd52d9b946f171e42a33997abac803a1eb9158c933f526d415c9e7cc,kitchen,wbms_kitchen,val
740,d8c502aaf754e9c3c98944d2523ed50daa534bb5a1c54e8a36d5c0edc0bca8c2,non_stereotype,goat_harmful,train
741,a64276326a64ae7d00d7a3d2b4059d4f97fb8aeba10feba353ea9cc42c3eaa67,non_stereotype,goat_offensive,train
742,40ec7058a441f0555cfecaf6fb466ff64dee2d7978a727bc49ddd6bbc9b552a1,kitchen,wbms_kitchen,train
743,08e62197856a6a9049630d023acfa3cb8cfc79db41b06f6f5fdbcab515ea7775,non_stereotype,goat_offensive,train
744,182d148d48cffbdb2a3f2e200e281a6503c6021b950532c77d81d4d79cd72039,non_stereotype,goat_harmful,test
745,72396691d25f72e6f9a4fce88ba7e3bfc8b8b70cc2b932d971939d0e91e7e5cf,non_stereotype,goat_harmful,train
746,241f0cfd88890edb967e412a98323b6f4a67ab8f5f915c91cdb5468c7549706b,kitchen,wbms_kitchen,val
747,977ff04b081608c04cfc0b795a81727fff93b1c0d92c82ec8fcc3b5d0a5afc9c,non_stereotype,goat_harmful,train
748,f28d1e1b6ac3f75e52f3788dd82a6209f7311a9bb9f627b97a57fa85a60a5020,non_stereotype,goat_harmful,train
749,2d636d51fa4acc6a6c395dd0082d577242e0248a78d7771a74fdbc9218fdda0b,non_stereotype,goat_harmful,train
750,4d021100759acdf6d3207a744ba2891decf21c35ac9a1df5bb2d2821c926e5df,kitchen,wbms_kitchen,val
751,9304e7382d3f5e67d23c47f52cedc92c15918bee1144df0288627c1ac8e1bd00,non_stereotype,goat_offensive,train
752,cb21553de712b2d142d3ec6741dd017f70bf53ad906bc234895e9dc43f09d7a6,non_stereotype,goat_offensive,test
753,61640e5d3755f17c105b093f94df26c7092e85b125419da6b0bf3ebcecf3471f,working,wbms_working,val
754,e7c698b0873d9935dfdb5c1de2dee9270551769d065edae48d5ef6bba87a65d1,leadership,wbms_leadership,val
755,54a0870f2ea762b153b21b9a59373043c6262c96c9ad5c09fb646cf11b5b57a8,working,wbms_working,test
756,56fab773e95b74a2bfbd68be172be5449f487323d77081fa38cfe54b93416f0d,non_stereotype,goat_harmful,test
757,f6d74c1f0b24c5625a3c267f35d648b5c74daa0d33f6214a2a6961347be07433,shopping,wbms_shopping,train
758,65bb351be9761d23c25ec56729d53494e1c1d833eb677ae6c6d1c69223f38449,non_stereotype,goat_harmful,train
759,59f2b3577b81b88d4359299122cd559473c2d36ad7b877d6a7ce51d7f598dc51,non_stereotype,goat_harmful,train
760,83c808c99a716ea0f9388782d48e8910846b04b50814e9729cb8e580188d2b26,non_stereotype,goat_harmful,train
761,c691f3323c14252130168e97b54efbfeb8585e5e1ac15ff230ea8df596bffdb5,kitchen,wbms_kitchen,train
762,382601b3a231a58789435d3429539ce4a8f76624d88b2747d91708bcd1f06805,kitchen,wbms_kitchen,train
763,1e06c932e7b499694e3ed2522eb2f6354c64ead2d16e95ee22b90f4ce175def5,shopping,wbms_shopping,test
764,99c379bb3289a6c34c420123b0bacce3ff85bd32839d14fa98efca13a7e335a1,kitchen,wbms_kitchen,train
765,d29c8eeb8a03f8e585f6d66d1ff09897b3732cae77e65ed39012e7f863742e77,non_stereotype,goat_offensive,train
766,77f5cd3bb31bd4185fd6f35e0a9f97549d54cc957ea1493662532c6599fd46fe,non_stereotype,goat_harmful,val
767,44ffd460ec8eec9a569344b10695a8ce82573c437f38ab6cecf3e769a18bd234,leadership,wbms_leadership,val
768,7be41dc1f11712c81b18128910c8377cec1b7f6f077fbc9b9d64e636b7d45948,kitchen,wbms_kitchen,test
769,ddcafb9400552cfbbf401ca8a306bef730ea3b02b748254c55ec775a491c7efe,leadership,wbms_leadership,train
770,e6b2afe7fd329b344460718e0233abab7b16f8ed167c6f9d966972e7e8e19df0,leadership,wbms_leadership,val
771,97bddceaff9519cca5c8b83c7d0735be993297604ab209677b2d43f9d972e91a,non_stereotype,goat_harmful,train
772,26131e6040a706adea2b96795a27d1cb02a0ba401d07d45961803230478601c5,kitchen,wbms_kitchen,test
773,e4101f69e4085896a67573f84249f85c5007da76b5e34e29fe0eb2275e83f607,non_stereotype,goat_offensive,train
774,95b3057b8f23fa820cfe8e686e4084d43e649f35d79022960f245ecf42425240,non_stereotype,goat_offensive,train
775,13ac66d13b900caf5d68b3e65724c00581f5d7dc09ff89c9f747748cbbb3dd40,kitchen,wbms_kitchen,val
776,cf3755e6ffb9bd5726144dedf458fb1a9934453a6b4972e42aac162eb475b12e,shopping,wbms_shopping,val
777,655edf5409d04c8d9f1d095f7b3df6788794f51ade8af6acd9ba3fcc476b4c71,kitchen,wbms_kitchen,val
778,f3c787873e82ea1efe06b0751bc889a77440f4e3186004457c3bfbc9d37f914f,shopping,wbms_shopping,train
779,35bef3b69102647394514af6a5807aa8c4d8a6ab96db465c84fc26661389ace8,leadership,wbms_leadership,val
780,f0785e2d033c193d0f3a4dd4db2b1c0d9cc5587c6a8355d314fa0e730004c51c,kitchen,wbms_kitchen,test
781,fa7ac762d4d6f596ffcd23196de47e99ec5426fa94876f27c5626782ea1995dc,kitchen,wbms_kitchen,train
782,8548238be001dd5a5aea94286bcac377ae10b158945ac7f965b0ce016f690d7a,kitchen,wbms_kitchen,train
783,e71e413425e20c0411e5fc991b3f958f20e149b0db9155b6715ac0a30bd3df3b,non_stereotype,goat_harmful,test
784,bd596734f2346bcfc923b1fcacd49126b5f03242f0c9b6b3041eaf46256aa767,kitchen,wbms_kitchen,val
785,d6391fe694e91816d7bac2a767765bcdb8ee415dd5846e321cc4b31f5c29cee5,non_stereotype,goat_offensive,train
786,a57840b72e076a84b7b8f25c349978dbe541edbea4d02c9ce4fde4d0e4209240,leadership,wbms_leadership,train
787,3c0f015e81650fa63a00423366d551bccba0af074decb17160214b7cc11d6e65,non_stereotype,goat_harmful,train
788,5dda7c7b7092a808d571f1a07c2237efb624fe449bbc6a1d6cd1358be93e238b,working,wbms_working,train
789,8d1fc45b7b820163c13271eb9122def69eff6a4989a38189f6892e864dc854ce,leadership,wbms_leadership,val
790,fac4c72fac983aca8c389e2c640c07647ab3a3b8a9c27f1e9b3a92576b384521,kitchen,wbms_kitchen,train
791,54be8d9025bf6aaf18a510f28352d7889cc6bf6c16ffa67dcd014785f722c6b0,non_stereotype,goat_offensive,train
792,b8f23ce3dd60582c55751ffb36fa857456bae842327bc14c63ab5e8ea36238ce,leadership,wbms_leadership,train
793,02e44d3c1901d764f8e9924a6e17906d47bf8682914a12f4b37bbc5d912c97e4,non_stereotype,goat_harmful,train
794,28a1e000dd558093944d642293834712cec7e6ae21dacfef9f5279faac94acda,non_stereotype,goat_harmful,val
795,ad543277748cfd3d58837193868aa1218ce5a834851537d37c40338693a532a3,working,wbms_working,train
796,452f9aafd6ff659858230667715a2b6b238e5b97b514498cfcb8a05028ae53b7,non_stereotype,goat_harmful,train
797,4e6572c55aa88c8c17f960db4e0e8c1319491b5973f147213bfbdaab2d1434c8,kitchen,wbms_kitchen,train
798,fc389bf0f888784ca5b66c350788c2eff63de1f09f1ab6b52ac87be64777de52,kitchen,wbms_kitchen,train
799,f38488f1a005ee6e63381ea2977b68c83e8cfdbeed7849542da47ecf09304d8b,non_stereotype,goat_offensive,val
800,4882d3df8f2f6552bc46103669c89e1a44ac85e30e3fa8705db66814fff32e73,shopping,wbms_shopping,test
801,d7b428678466f0b15060c8f127208487e50b78665df18049d76dc95dd08239c0,kitchen,wbms_kitchen,test
802,3dc6e54344cba5fd3b946a18a6627d718f6ab14e1743c8fda73769a5db7f4206,kitchen,wbms_kitchen,train
803,8060ebecada28cd27b5bbd5456ebcf469a125dba3e84804d57a59347852ff218,leadership,wbms_leadership,train
804,539459a1ec60d44e75c76fa5c72c98f127c3c1ac8f1ea92b0c237bbc67e5fcb4,kitchen,wbms_kitchen,train
805,f360ef455fa68167963d5a2b4545abd6d5689e38e5cddb591f8463df2c38bd36,kitchen,wbms_kitchen,train
806,74df2ad39b724fa158fdf6b12d65096268902b9a8c825ee49dc50e305098f028,leadership,wbms_leadership,train
807,a463bb34aea68856a19a49e47f113450166e8ee7ca4061ad0405ac5152f49127,kitchen,wbms_kitchen,train
808,dd8a4dcc861a1dd8503029d752f7569007c407d006c93ae6e5574d9b0dd5f16f,leadership,wbms_leadership,test
809,b662c459e60c7a4ae4ebcbf5659f3055878b222d4454b97e304849ac15fd5faa,leadership,wbms_leadership,train
810,12a1bb4b076121ca082bcf19e8d4608c502c490d51ede3d2e015fedd82260a2f,kitchen,wbms_kitchen,train
811,353b6f875657b4693aa83806f9c4a80a8ab8ef21f57f92fed2bb1db5c94cd7c3,non_stereotype,goat_harmful,train
812,0e231b88e0322a1003168b9cb20fd2ad928def495ba1a60dc5baabd953a07701,leadership,wbms_leadership,train
813,0e4ff1e1f96af26a3effb297bff0ce5e87690a488d6df1590e0ee97da2b116a9,kitchen,wbms_kitchen,train
814,b62b2f669585d86fe1e2d062214c24245809deed1393d2be585fd4ef9c4bd75e,leadership,wbms_leadership,train
815,4f9ac7660f93dec6afe96809dbdcb648cf94a98b36a11a9c2ddadf541837bc13,kitchen,wbms_kitchen,train
816,9e740d2d26c972aa78f6b5e49922447decf105b2ee556d7d79406f96e142a336,non_stereotype,goat_harmful,train
817,3684b3ed405b6bbb63d19fe581f00775ddeca5f2e256f235056de4ae46278a4a,leadership,wbms_leadership,train
818,ded9bf9d99dbcd1073c25e5579f86c5c0d581f3187fd256bd1f27f868182e947,kitchen,wbms_kitchen,train
819,d973fa63a5a324e722c4afbdb512719335eb11795ecd7e8e1906f4084c1e341f,working,wbms_working,val
820,f4f1dcd61a8b00fa0c1f20741c802369ae5ae1d4b8bcb0a4c885a70137a48326,non_stereotype,goat_harmful,train
821,894096420349d7753a0e13fbbdba8fcaeae17625c1018d50f311bb5b135b392d,working,wbms_working,val
822,4ef9d0e83b4241c22c932068cf09c49e27a052cbddaf353c4e672bfa137db675,leadership,wbms_leadership,test
823,02b049ea695a17d87855137936314ddbcd5262c2696b5d42c979b6cfbe4a0fda,non_stereotype,goat_offensive,train
824,043327b417c094c3326534e89ca9c44b5aba29537eebf10e53012928e6a52669,non_stereotype,goat_harmful,train
825,b28a8271b6ee0394d05681543a6502f7a6168deb05d786ec81bebc8e01ba953a,non_stereotype,goat_offensive,train
826,fe83230ca0dfdd9f65491fcfeb4346cc02cbbe25762a38a6bebfe384394c3065,non_stereotype,goat_harmful,test
827,c99a1856ddbaab98e5067aa99b2b742fe695afb78c820549421e3ca7c726470e,non_stereotype,goat_offensive,train
828,4c13d30a510ed347a455557291672167c798f3ad0aa6b6deb1f104afa78d011d,non_stereotype,goat_offensive,train
829,0e1a34a91eb5fe4b238e9ccd2165f26c9e54bec1b95cb8deab4e581411243a56,kitchen,wbms_kitchen,val
830,f708d6437b0476c467cfd10f712c33f35234012306d4e5fce41f2cfdca5d4893,non_stereotype,goat_harmful,test
831,9e0191165d9fcf722383d3ea383950b4cb341cabf1c1b78c0dced19918153bb0,non_stereotype,goat_harmful,train
832,8de3a3e71062b711e5ba5606326689ada5c3a89dd6e21a6c9d51954403ee5763,non_stereotype,goat_offensive,train
833,8b95ca985276063595ce388c5884190b1a8e89dc5747324b79eff4d66a4ef57c,working,wbms_working,val
834,df4cac64e652eac768caeb17ed551ca6eb71aa630f9c95970463d09d4b9d3ec3,leadership,wbms_leadership,train
835,43bfde13e32196ef7ff78e10557bac15700d9b42abdcf721ad672f7485e1cdcd,kitchen,wbms_kitchen,train
836,9dd7720157b0ba1c35fc841dcfbadaeafc8b6f1a0d0f9867eecdd4a54aa22808,shopping,wbms_shopping,train
837,2124a9a71d1a8fcfd3e6b3b764df8d77e1d717898c45d9c42c1e1d243152ba0f,non_stereotype,goat_harmful,val
838,d4ccaba5cd1d6df1b7d718460a65e2ebb1ff583f944ca804f4c260dbc9267c01,kitchen,wbms_kitchen,train
839,1c09508fa29e06944bb508464e2c036c530b6267210e1a866b91ff12d0d6463a,kitchen,wbms_kitchen,train
840,9e0ff73781a444b022c5b721010d43ad4ac5b3294d60acd5235740850f6737ca,leadership,wbms_leadership,train
841,17def9e84a408679e3508186f038ea09acc853172eeb3e81413b0d6c0da06bb8,kitchen,wbms_kitchen,train
842,c3f19428eae26d2859c471ab25c73c023291408b972d343b79829da31c8ca5ed,non_stereotype,goat_offensive,test
843,f9bca6e1600a965a9a394436fe5413dd771b1153ea56138e0ec63f9247ad0f1a,non_stereotype,goat_harmful,train
844,88fa444a2d380ac2c02777671cc18e9f0db5435446ec8d6fec0b05c9b269a433,working,wbms_working,train
845,cdf330e2cf302eb2bf12d75ca822d85ccbc6f5c330c52182fa96f8a88baf0d70,working,wbms_working,test
846,8d9e5056579cabd719b86840adfb3781494d7d490837f3f02479b45ff16aa000,non_stereotype,goat_offensive,train
847,e68dfabc374b80daebf06aeb4d19d324bf85662b053e385da0461bec2b7381bd,non_stereotype,goat_harmful,train
848,ecf62a061bc51bc3455fd6b13adcfb2bd83a7a4a7133b1cdc0b86cf096b61724,leadership,wbms_leadership,train
849,a2cc0f06c657e954351930880b7ca6675d1513f1f8253521b25edb5c09d44897,non_stereotype,goat_harmful,train
850,9aca406cff210404f2053a34eb0756d2e0c84fab0beabece10dceded9fa69d65,kitchen,wbms_kitchen,test
851,088eb8d3bf6792561ea9e5b51e13cb9f86c11b13f257cc6611e3f57cdcda7bbe,shopping,wbms_shopping,train
852,3aee845a9c3e4191cedc5167456accecb1622c987bc60644fc39fe7283fee44d,leadership,wbms_leadership,train
853,3335fb80779f14dee9117e2028ecfaada09f609648ddfe308223b1cacc9ee98d,shopping,wbms_shopping,train
854,d099bf83713d71661687de44fe18b0f98dcd4c89bfbf1f1419ccb3a1519b83a7,leadership,wbms_leadership,train
855,1a2b2899aecc90656c61fc47eeefed85b520f87dde163fa1275dd116274202e2,leadership,wbms_leadership,test
856,46cf937e468286905ac9787338e3f9c3e42586e666fa9ec46a5d7e025b4f5768,non_stereotype,goat_harmful,val
857,a4346c59186ae9d0d90180337225978746991e5523152382c8069958a4798229,kitchen,wbms_kitchen,train
858,0cb19e6f1ff2ede991724d547553319d0188c0dc00b5a1341dfb8c080c2f2e72,non_stereotype,goat_harmful,train
859,301f56e7ef696da61bf96ce335144f4429bb1c50d130c4c68cac7c24fee5c575,non_stereotype,goat_offensive,train
860,6279e255862b63cf667de88f997403604674564bd36e5b23e089542d8ab1eeee,kitchen,wbms_kitchen,val
861,b10b983c73496ea69cc18efdd1e39e5975e2e21b5c31907fc8e21905f56c9f84,non_stereotype,goat_harmful,train
862,4c9d375083f054c82fbe03e6fce729fa746c5b1b344787a8aa89b4e8bef6c872,non_stereotype,goat_offensive,train
863,e37623a247b036d77690cf35e9b9cf03a1dfef1f53e5c4de3c773ddfd6888f0c,leadership,wbms_leadership,train
864,4e412600630218247836c0e77f575ed24182d0144b2b793c203c4523ed729eb4,non_stereotype,goat_offensive,test
865,6247796d65dbd2a73c5919c09b5a36c008b0e8d3efe944f6eaa7d31c6e8f031f,leadership,wbms_leadership,val
866,bd2d5694014d0ad22e6481518f60c4620b1c5a43707403177c0a20639fbf83c2,kitchen,wbms_kitchen,test
867,999d5ae8656a7ff947d9fc5c0b716af86fbae778f045e3daff672de3da37fa22,kitchen,wbms_kitchen,train
868,97e8aa1d291a9e4a1455ea35e2406b142d7e7a92b059d3ee09e19a174e5a5fae,non_stereotype,goat_harmful,train
